ID,Start time,Completion time,Email,Name,Which gender are you?,Which age bracket do you fall into?,What’s your employment status?,What’s your highest educational level?,What's your monthly income level?,Which digital marketing channels do you most frequently use to seek information about tech repair services? (Select all that apply),Have you heard of a tech repair company called GAMP?,Have you ever purchased or booked a service with GAMP Technology Limited directly through their digital marketing channels?,"If yes, what motivated you to purchase or book a service through their digital marketing channels?",How often do you encounter digital marketing content related to tech repair services from GAMP Technology Limited?,Which digital marketing channel do you find most informative or influential when seeking information about tech repair services?,How likely are you to engage with digital marketing content from GAMP Technology Limited on social media platforms?,Do you trust the digital marketing content from GAMP Technology Limited to provide accurate information about their tech repair services?,Have you ever been influenced by digital marketing campaigns to seek tech repair services from GAMP Technology Limited?,"On a scale of 1 to 5, how would you rate the influence of digital marketing campaigns on your decision to seek tech repair services from GAMP Technology Limited?
",How often do you click on digital advertisements from GAMP Technology Limited to learn more about their services?,Which aspect of GAMP Technology Limited's digital marketing campaigns appeals to you the most when considering their tech repair services? (Select all that apply),How likely are you to recommend GAMP Technology Limited to others based on the effectiveness of their digital marketing campaigns?,How do you perceive GAMP Technology Limited's digital marketing campaigns compared to their known competitors (such as Carlcare) or less-known repairers?,How did you become aware of GAMP Technology Limited? (Select all that apply),"On a scale of 1 to 5, how satisfied are you with the consistency of GAMP Technology Limited's digital marketing efforts?",How frequently do you engage with GAMP Technology Limited's digital marketing content?,What factors contribute to your continued engagement and loyalty to GAMP Technology Limited? (Select all that apply),How likely are you to switch to a known competitor (Carlcare) or less-known repairers if you find their digital marketing efforts more appealing than those of GAMP Technology Limited?,Are there any services that GAMP Technology Limited does not provide right now and should provide?,How else can GAMP Technology Limited improve on its digital marketing efforts to serve you better?
160,6/5/24 18:45:34,6/5/24 18:49:03,anonymous,,Male,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,1,Never,"Interactive features (polls, quizzes, etc.);",Never,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Convenience of booking or purchasing process;,Unlikely,Not really,I have no idea what it is
161,6/5/24 18:47:17,6/5/24 18:55:14,anonymous,,Male,25-34,Self-employed,High school or equivalent,"Below ?50,000","Search engines (Google, Bing, etc.);","No, I have not",No,None of the above,Rarely or Never,Search engines,Never,Neutral,No,3,Never,Wide online reach;,Rarely,Not sure,Through social media advertisements;Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Quality of service;,Likely,Non,Nill
162,6/5/24 18:39:16,6/5/24 19:12:19,anonymous,,Male,25-34,Self-employed,Master's degree or higher,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Sometimes,Neutral,No,3,Never,Informative content;,Sometimes,Similar,Through recommendations from friends or family;,3 (Not sure),Never,Brand reputation;,Likely,They should research about that ,Listen to what their customers want 
163,6/5/24 18:35:03,6/5/24 19:16:17,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?50,001 - ?100,000",Expert (Tech/Gadget sales) platforms;,"No, I have not",Yes,Positive reviews or testimonials,Rarely or Never,Social media platforms,Rarely,Neutral,Yes,3,Occasionally,Informative content;,Sometimes,Similar,Through recommendations from friends or family;,4 (Satisfied),Occasionally,Customer service experience;,Neutral,Phone swap,Accessibility 
164,6/5/24 19:12:58,6/5/24 19:17:09,anonymous,,Male,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,None of the above,Rarely or Never,Social media platforms,Sometimes,Agree,No,1,Never,"Interactive features (polls, quizzes, etc.);",Rarely,Inferior,"Through offline advertising (billboards, flyers, etc.);",3 (Not sure),Never,Brand reputation;,Likely,Nil,Nil
165,6/5/24 18:01:55,6/5/24 19:18:53,anonymous,,Female,25-34,Unemployed,Master's degree or higher,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Expert (Tech/Gadget sales) platforms;WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Agree,No,1,Never,Company credibility;,Always,Superior,Through social media advertisements;Through WhatsApp/Telegram/Discord communities;Through email communication;,4 (Satisfied),Rarely,Quality of service;,Unlikely,I don't so much about GAMP but I will do my research and get back on to this ,"Like I said earlier, I will do my research "
166,6/5/24 19:16:50,6/5/24 19:23:37,anonymous,,Male,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Search engines (Google, Bing, etc.);WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Once a week,Search engines,Never,Neutral,No,3,Rarely,Appealing visuals and designs;,Sometimes,Similar,Through advertising on websites;,3 (Not sure),Occasionally,Discounts or promotions offered;Customer service experience;Brand reputation;,Neutral,.,.
167,6/5/24 19:26:01,6/5/24 19:34:55,anonymous,,Male,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,1,Never,Informative content;,Often,Not sure,Through recommendations from friends or family;,3 (Not sure),Rarely,Quality of service;,Unlikely,No,None
168,6/5/24 19:33:06,6/5/24 19:37:15,anonymous,,Male,25-34,Unemployed,Bachelor's degree,"Below ?50,000","Expert (Tech/Gadget sales) platforms;Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Search engines,Sometimes,Neutral,No,2,Occasionally,Company credibility;,Sometimes,Similar,Through social media advertisements;,4 (Satisfied),Rarely,Reliability of service;,Likely,None,They should be swift in response 
169,6/5/24 19:38:10,6/5/24 19:43:02,anonymous,,Male,25-34,Part-time,Bachelor's degree,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Rarely,Agree,No,1,Rarely,"Interactive features (polls, quizzes, etc.);",Rarely,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Convenience of booking or purchasing process;,Very unlikely,No,Make new additions 
170,6/5/24 19:54:39,6/5/24 20:00:02,anonymous,,Female,25-34,Part-time,Bachelor's degree,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);","Yes, I have",Yes,Clear and informative content,A few times a week,Social media platforms,Sometimes,Agree,Yes,5,Occasionally,Appealing visuals and designs;,Sometimes,Not sure,Through social media advertisements;,4 (Satisfied),Occasionally,Quality of service;Reliability of service;Credibility of digital marketing campaigns;Discounts or promotions offered;Customer service experience;Convenience of booking or purchasing process;,Neutral,I don’t have in mind ,I think you guys are doing great 
171,6/5/24 20:01:41,6/5/24 20:08:02,anonymous,,Male,25-34,Self-employed,Bachelor's degree,"?50,001 - ?100,000","Search engines (Google, Bing, etc.);Expert (Tech/Gadget sales) platforms;WhatsApp/Telegram/Discord communities;Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Often,Agree,No,4,Never,Informative content;,Often,Superior,Through recommendations from friends or family;,4 (Satisfied),Occasionally,Reliability of service;,Very likely,None that I can remember ,Fast delivery
172,6/5/24 20:00:55,6/5/24 20:08:25,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Search engines (Google, Bing, etc.);Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,None of the above,Several times a day,Constant Email Communication,Always,Neutral,No,2,Occasionally,Appealing visuals and designs;,Rarely,Not sure,Through social media advertisements;,3 (Not sure),Rarely,Brand reputation;,Very likely,No,Follow up on customer service 
173,6/5/24 20:11:53,6/5/24 20:13:27,anonymous,,Female,25-34,Full-time,Bachelor's degree,"Above ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Email Communication;WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Search engines,Sometimes,Neutral,No,1,Occasionally,Promotional offers;,Sometimes,Similar,Through social media advertisements;,1 (Very Dissatisfied),Rarely,Discounts or promotions offered;,Likely,No,No
174,6/5/24 21:20:18,6/5/24 21:31:02,anonymous,,Male,25-34,Unemployed,High school or equivalent,"?100,001 - ?200,000","Email Communication;Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;","Yes, I have",Yes,Ease of booking or purchasing process,Several times a day,Social media platforms,Always,Strongly Agree,Yes,5,Frequently,Company credibility;Appealing visuals and designs;Wide online reach;Informative content;,Always,Superior,"Through social media advertisements;Through expert (tech/gadget sales) platforms;Through WhatsApp/Telegram/Discord communities;Through offline advertising (billboards, flyers, etc.);Through recommendations from friends or family;",2 (Dissatisfied),Rarely,Quality of service;Customer service experience;Discounts or promotions offered;Credibility of digital marketing campaigns;Convenience of booking or purchasing process;,Very unlikely,I don't know ,I don't know 
175,6/5/24 21:26:45,6/5/24 21:33:49,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Expert (Tech/Gadget sales) platforms;","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Sometimes,Neutral,No,5,Occasionally,Informative content;,Sometimes,Similar,Through recommendations from friends or family;,4 (Satisfied),Never,Reliability of service;,Likely,None,It’s doing great
176,6/5/24 21:45:19,6/5/24 21:51:52,anonymous,,Female,25-34,Full-time,Master's degree or higher,"Above ?500,000","Search engines (Google, Bing, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Never,Strongly Disagree,No,1,Never,Informative content;,Sometimes,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Customer service experience;,Very likely,GAMP is I know to me so I wouldn’t know what should be improved ,Advertising 
177,6/5/24 21:53:11,6/5/24 21:57:39,anonymous,,Female,25-34,Part-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);Email Communication;","Yes, I have",No,None of the above,A few times a week,Search engines,Never,Neutral,No,1,Never,Informative content;,Never,Not sure,Through social media advertisements;,1 (Very Dissatisfied),Never,Quality of service;,Very unlikely,Never heard of the brand,Do more marketing 
178,6/5/24 21:55:41,6/5/24 22:02:42,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?50,001 - ?100,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Disagree,No,1,Never,"Interactive features (polls, quizzes, etc.);",Never,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Rarely,Customer service experience;,Neutral,I don't know ,Nill
179,6/5/24 22:07:57,6/5/24 22:12:28,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?100,001 - ?200,000","Email Communication;Search engines (Google, Bing, etc.);WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Search engines,Never,Neutral,No,1,Never,Appealing visuals and designs;,Never,Not sure,"Through search engine results;Through email communication;Through advertising on websites;Through offline advertising (billboards, flyers, etc.);Through WhatsApp/Telegram/Discord communities;",1 (Very Dissatisfied),Never,Customer service experience;,Neutral,Not applicable ,Not applicable 
180,6/5/24 22:27:47,6/5/24 22:34:19,anonymous,,Male,25-34,Unemployed,Bachelor's degree,"?100,001 - ?200,000","Search engines (Google, Bing, etc.);Expert (Tech/Gadget sales) platforms;Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,Appealing offers or discounts,Rarely or Never,Search engines,Sometimes,Neutral,No,1,Never,Promotional offers;,Sometimes,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Discounts or promotions offered;,Likely,None,Little is known about them. Rapid advertising 
181,6/5/24 22:31:26,6/5/24 22:38:32,anonymous,,Female,25-34,Part-time,Vocational/Technical Training,"Below ?50,000","Search engines (Google, Bing, etc.);","No, I have not",No,None of the above,Rarely or Never,Search engines,Rarely,Disagree,No,4,Rarely,Appealing visuals and designs;,Rarely,Not sure,Through search engine results;,3 (Not sure),Never,Customer service experience;,Neutral,I don't have any idea.,I don't have any idea.
182,6/6/24 7:16:58,6/6/24 7:21:20,anonymous,,Male,25-34,Full-time,Master's degree or higher,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,1,Rarely,"Interactive features (polls, quizzes, etc.);",Never,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Discounts or promotions offered;,Very unlikely,Nop,I don't know 
183,6/6/24 7:38:26,6/6/24 7:53:18,anonymous,,Male,25-34,Full-time,Bachelor's degree,"?100,001 - ?200,000",WhatsApp/Telegram/Discord communities;,"Yes, I have",No,None of the above,Once a week,WhatsApp/Telegram/Discord Communities,Rarely,Strongly Agree,Yes,5,Occasionally,Informative content;,Often,Superior,Through WhatsApp/Telegram/Discord communities;,5 (Very Satisfied),Frequently,Quality of service;,Neutral,Onuora Vincent ,Fast response 
184,6/6/24 12:02:29,6/6/24 12:05:40,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?50,001 - ?100,000","Search engines (Google, Bing, etc.);","No, I have not",No,None of the above,Rarely or Never,WhatsApp/Telegram/Discord Communities,Never,Neutral,No,5,Never,"Interactive features (polls, quizzes, etc.);",Never,Not sure,Through search engine results;,3 (Not sure),Never,Discounts or promotions offered;,Neutral,Nil,Nil
185,6/6/24 12:02:29,6/6/24 12:05:46,anonymous,,Male,25-34,Full-time,Vocational/Technical Training,"Above ?500,000","Email Communication;WhatsApp/Telegram/Discord communities;Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,Positive reviews or testimonials,Once a week,Advertising on Websites,Sometimes,Agree,No,4,Occasionally,Informative content;,Always,Incomparable,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Occasionally,Reliability of service;,Neutral,None for now,None for now
186,6/6/24 12:15:19,6/6/24 12:17:54,anonymous,,Male,18-24,Self-employed,Bachelor's degree,"?100,001 - ?200,000","Expert (Tech/Gadget sales) platforms;Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,3,Never,Promotional offers;,Never,Not sure,Through social media advertisements;,3 (Not sure),Never,Discounts or promotions offered;,Neutral,Nil,Nil
187,6/6/24 12:20:49,6/6/24 12:27:02,anonymous,,Female,25-34,Student,Bachelor's degree,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,1,Never,"Company credibility;Informative content;Appealing visuals and designs;Interactive features (polls, quizzes, etc.);",Rarely,Not sure,Through expert (tech/gadget sales) platforms;,3 (Not sure),Rarely,Quality of service;,Neutral,Just getting to know about them through this survey ,Just getting to know about them through this survey 
188,6/6/24 12:55:33,6/6/24 12:58:21,anonymous,,Female,18-24,Self-employed,Bachelor's degree,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;Search engines (Google, Bing, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Rarely,Neutral,No,3,Rarely,"Wide online reach;Promotional offers;Interactive features (polls, quizzes, etc.);",Rarely,Similar,Through social media advertisements;Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Rarely,Brand reputation;Customer service experience;Discounts or promotions offered;Quality of service;Convenience of booking or purchasing process;,Neutral,None ,Nil 
189,6/6/24 16:11:55,6/6/24 16:18:30,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);Expert (Tech/Gadget sales) platforms;","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Rarely,Neutral,No,1,Never,"Interactive features (polls, quizzes, etc.);",Rarely,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Brand reputation;,Neutral,"I really do not know this brand, so i can't say. ",No idea
190,6/6/24 16:21:59,6/6/24 16:24:41,anonymous,,Female,25-34,Full-time,Master's degree or higher,"Above ?500,000","Search engines (Google, Bing, etc.);","Yes, I have",No,None of the above,Rarely or Never,Search engines,Never,Neutral,No,1,Never,"Interactive features (polls, quizzes, etc.);",Rarely,Not sure,Through search engine results;,3 (Not sure),Rarely,Reliability of service;,Neutral,Not heard about them ,Nil
191,6/6/24 17:08:02,6/6/24 17:13:58,anonymous,,Male,18-24,Part-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);Expert (Tech/Gadget sales) platforms;WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Rarely,Agree,No,1,Rarely,Company credibility;,Often,Inferior,Through WhatsApp/Telegram/Discord communities;,2 (Dissatisfied),Rarely,Customer service experience;,Very likely,I don't know of any. ,Broadening the range of its digital advertisement to cut across major platforms.
192,6/6/24 17:09:18,6/6/24 17:14:39,anonymous,,Male,25-34,Part-time,Master's degree or higher,"?100,001 - ?200,000",WhatsApp/Telegram/Discord communities;,"Yes, I have",No,None of the above,Rarely or Never,Search engines,Never,Neutral,No,3,Never,Informative content;,Sometimes,Not sure,Through advertising on websites;,3 (Not sure),Rarely,Brand reputation;,Unlikely,None,Not used the service before...
193,6/6/24 17:06:26,6/6/24 17:16:43,anonymous,,Female,25-34,Full-time,Bachelor's degree,"Above ?500,000",Expert (Tech/Gadget sales) platforms;,"Yes, I have",Yes,Clear and informative content,A few times a week,Search engines,Sometimes,Agree,No,2,Rarely,Informative content;,Often,Superior,Through expert (tech/gadget sales) platforms;Through search engine results;,2 (Dissatisfied),Occasionally,Reliability of service;,Unlikely,A wider range of Equipments and Devices.,offering a wider range of plans for a massive corporation. 
194,6/6/24 17:17:03,6/6/24 17:22:20,anonymous,,Male,25-34,Self-employed,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",No,None of the above,Rarely or Never,Social media platforms,Sometimes,Agree,Yes,3,Rarely,Promotional offers;,Often,Superior,Through expert (tech/gadget sales) platforms;,3 (Not sure),Occasionally,Reliability of service;,Unlikely,None at the moment,I think we need to work on the publicity. Maybe hiring an influencer. 
195,6/6/24 17:23:38,6/6/24 17:27:33,anonymous,,Male,Under 18,Student,High school or equivalent,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Often,Neutral,No,4,Rarely,Informative content;Promotional offers;,Sometimes,Similar,Through recommendations from friends or family;,3 (Not sure),Rarely,Discounts or promotions offered;Customer service experience;,Likely,I think the site does a good job of trying to retrain people browsing through. For services; maybe a plan that covers more devices ,Cant think of any at the moment. 
196,6/6/24 17:28:46,6/6/24 17:35:15,anonymous,,Female,25-34,Full-time,Bachelor's degree,"?200,001 - ?500,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);","Yes, I have",No,None of the above,Rarely or Never,Search engines,Sometimes,Agree,No,1,Never,Appealing visuals and designs;Informative content;,Sometimes,Not sure,Through social media advertisements;,3 (Not sure),Occasionally,Discounts or promotions offered;Credibility of digital marketing campaigns;Reliability of service;,Likely,Can't say,GAMP Technology Limited needs to put themselves out there a lot more than they're doing at the moment. 7 in 10 people I know have never heard of them
197,6/6/24 17:30:39,6/6/24 17:35:24,anonymous,,Male,18-24,Student,Bachelor's degree,"?50,001 - ?100,000","Search engines (Google, Bing, etc.);Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Never,Neutral,No,1,Never,Company credibility;,Rarely,Not sure,Through recommendations from friends or family;,3 (Not sure),Rarely,Quality of service;,Very likely,Don't think there isn't ,Better service 
198,6/6/24 17:32:10,6/6/24 17:39:20,anonymous,,Male,18-24,Unemployed,Bachelor's degree,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;Email Communication;","No, I have not",No,None of the above,Rarely or Never,Social media platforms,Rarely,Neutral,No,2,Rarely,Informative content;,Rarely,Not sure,Through WhatsApp/Telegram/Discord communities;,4 (Satisfied),Never,Discounts or promotions offered;Customer service experience;,Neutral,NIL,NIL
199,6/6/24 17:35:40,6/6/24 17:45:00,anonymous,,Female,45-54,Self-employed,Bachelor's degree,"Above ?500,000",Expert (Tech/Gadget sales) platforms;,"Yes, I have",No,None of the above,Once a week,Social media platforms,Sometimes,Agree,No,3,Occasionally,Company credibility;Promotional offers;,Often,Superior,Through search engine results;,3 (Not sure),Rarely,Discounts or promotions offered;,Unlikely,None at the moment,maybe better publicity on their plans. they really have good offers from what i'm seeing
200,6/6/24 17:23:40,6/6/24 17:56:07,anonymous,,Male,25-34,Part-time,Master's degree or higher,"?200,001 - ?500,000","Expert (Tech/Gadget sales) platforms;Search engines (Google, Bing, etc.);","Yes, I have",Yes,Appealing offers or discounts,Rarely or Never,Search engines,Sometimes,Neutral,No,1,Never,Informative content;Company credibility;Appealing visuals and designs;Promotional offers;,Sometimes,Not sure,Through recommendations from friends or family;,3 (Not sure),Rarely,Customer service experience;,Very likely,Not sure,Not sure 
201,6/6/24 17:57:40,6/6/24 18:00:03,anonymous,,Male,25-34,Part-time,Master's degree or higher,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;Expert (Tech/Gadget sales) platforms;","No, I have not",No,Positive reviews or testimonials,A few times a week,Search engines,Sometimes,Agree,Yes,4,Occasionally,"Company credibility;Interactive features (polls, quizzes, etc.);Promotional offers;",Sometimes,Superior,Through social media advertisements;Through WhatsApp/Telegram/Discord communities;Through recommendations from friends or family;,4 (Satisfied),Occasionally,Quality of service;Reliability of service;Customer service experience;,Neutral,More work,Good customer service
202,6/6/24 17:41:04,6/6/24 18:03:13,anonymous,,Male,18-24,Student,High school or equivalent,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);WhatsApp/Telegram/Discord communities;Search engines (Google, Bing, etc.);","Yes, I have",No,Clear and informative content,A few times a week,Social media platforms,Often,Strongly Agree,Yes,4,Occasionally,Wide online reach;,Often,Not sure,Through social media advertisements;,5 (Very Satisfied),Frequently,Quality of service;Customer service experience;Brand reputation;,Unlikely,Not sure yet,It's need to be more recognized 
203,6/6/24 17:54:55,6/6/24 18:06:18,anonymous,,Prefer not to say,18-24,Part-time,Vocational/Technical Training,"?100,001 - ?200,000",Expert (Tech/Gadget sales) platforms;,"Yes, I have",No,None of the above,Once a week,Social media platforms,Sometimes,Agree,No,2,Occasionally,"Informative content;Interactive features (polls, quizzes, etc.);",Sometimes,Similar,Through WhatsApp/Telegram/Discord communities;,4 (Satisfied),Rarely,Customer service experience;Reliability of service;,Neutral,none,Not at the moment
204,6/6/24 18:26:26,6/6/24 18:28:13,anonymous,,Female,25-34,Self-employed,Bachelor's degree,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Expert (Tech/Gadget sales) platforms;Search engines (Google, Bing, etc.);WhatsApp/Telegram/Discord communities;","Yes, I have",No,None of the above,Once a week,Social media platforms,Often,Agree,Yes,3,Occasionally,Appealing visuals and designs;,Often,Similar,Through social media advertisements;,4 (Satisfied),Occasionally,Discounts or promotions offered;,Neutral,None,Advertisement 
205,6/6/24 18:45:16,6/6/24 18:51:39,anonymous,,Female,35-44,Full-time,Bachelor's degree,"Above ?500,000","Search engines (Google, Bing, etc.);Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,Appealing offers or discounts,Once a day,WhatsApp/Telegram/Discord Communities,Often,Agree,Yes,3,Frequently,Company credibility;Informative content;,Often,Superior,Through search engine results;Through social media advertisements;,3 (Not sure),Occasionally,Quality of service;Reliability of service;Customer service experience;Brand reputation;,Neutral,None,cant think of any right now
206,6/6/24 18:55:57,6/6/24 19:00:17,anonymous,,Male,18-24,Student,Bachelor's degree,"Below ?50,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","No, I have not",No,None of the above,Rarely or Never,Search engines,Rarely,Neutral,No,1,Never,"Interactive features (polls, quizzes, etc.);",Rarely,Not sure,Through recommendations from friends or family;Through social media advertisements;,3 (Not sure),Never,Brand reputation;,Neutral,Brand trust,More advertising 
207,6/6/24 18:58:15,6/6/24 19:01:01,anonymous,,Male,18-24,Unemployed,Bachelor's degree,"Below ?50,000","Advertising on Websites;Search engines (Google, Bing, etc.);","No, I have not",No,Clear and informative content,Rarely or Never,Search engines,Never,Neutral,No,1,Never,"Interactive features (polls, quizzes, etc.);",Never,Not sure,Through WhatsApp/Telegram/Discord communities;,3 (Not sure),Never,Quality of service;,Neutral,nothing at the time,be more engaging
208,6/6/24 19:01:33,6/6/24 19:06:15,anonymous,,Female,18-24,Part-time,Vocational/Technical Training,"?50,001 - ?100,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,Positive reviews or testimonials,A few times a week,Social media platforms,Often,Strongly Agree,Yes,5,Occasionally,Promotional offers;,Always,Incomparable,Through social media advertisements;,5 (Very Satisfied),Occasionally,Quality of service;Reliability of service;Credibility of digital marketing campaigns;Discounts or promotions offered;Customer service experience;Brand reputation;Convenience of booking or purchasing process;,Very unlikely,None,I think I’m satisfied with their services
209,6/6/24 19:06:50,6/6/24 19:09:13,anonymous,,Female,18-24,Student,Vocational/Technical Training,"?50,001 - ?100,000","Social media platforms (Facebook, Instagram, Twitter, etc.);","Yes, I have",Yes,Ease of booking or purchasing process,A few times a week,Social media platforms,Always,Strongly Agree,Yes,5,Occasionally,Company credibility;Informative content;Wide online reach;Promotional offers;Appealing visuals and designs;,Always,Incomparable,"Through social media advertisements;Through email communication;Through recommendations from friends or family;Through advertising on websites;Through expert (tech/gadget sales) platforms;Through offline advertising (billboards, flyers, etc.);",5 (Very Satisfied),Occasionally,Quality of service;Reliability of service;Discounts or promotions offered;Customer service experience;Brand reputation;,Very unlikely,No,Just keep doing good
210,6/6/24 19:10:00,6/6/24 19:12:45,anonymous,,Male,18-24,Full-time,Bachelor's degree,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Email Communication;","Yes, I have",Yes,Appealing offers or discounts,A few times a week,Social media platforms,Always,Strongly Agree,Yes,5,Occasionally,"Company credibility;Wide online reach;Appealing visuals and designs;Interactive features (polls, quizzes, etc.);",Always,Superior,Through social media advertisements;Through search engine results;Through email communication;,5 (Very Satisfied),Frequently,Quality of service;Brand reputation;Credibility of digital marketing campaigns;,Very unlikely,Not at all,I’m very much satisfied with how I’m being served 
211,6/6/24 19:13:12,6/6/24 19:15:15,anonymous,,Male,25-34,Full-time,Master's degree or higher,"?100,001 - ?200,000","Social media platforms (Facebook, Instagram, Twitter, etc.);Search engines (Google, Bing, etc.);Advertising on Websites;Expert (Tech/Gadget sales) platforms;","Yes, I have",Yes,Appealing offers or discounts,A few times a week,Social media platforms,Always,Strongly Agree,Yes,5,Frequently,Company credibility;Promotional offers;,Always,Incomparable,"Through social media advertisements;Through search engine results;Through offline advertising (billboards, flyers, etc.);Through expert (tech/gadget sales) platforms;",5 (Very Satisfied),Occasionally,Reliability of service;Customer service experience;,Very unlikely,Not at all,By keeping the good work going 
